CODUSU;NRO_HOGAR;REALIZADA;ANO4STRE;TRIMESTRE;REGIONDO;MAS_500DO;AGLOMERADO;PONDERA;IV1ESP;IV1_ESP;IV2ESP;IV3ESP;IV3_ESP;IV4ESP;IV5ESP;IV6ESP;IV7ESP;IV7_ESP;IV81;IV91;IV101;IV111;IV12_1;IV12_2;IV12_3;II11P;II21P;II31P;II3_1P;II4_1P;II4_2P;II4_3P;II51P;II5_1P;II61P0;II6_1P0;II7ESP0;II7_ESP0;II8ESP0;II8_ESP0;II9A00;V1A00;V2A00;V21A00;V22A00;V3A00;V4A00;V5A00;V6A00;V7A00;V8A00;V9A00;V10A00;V11A00;V12A00;V13A00;V14A00;V15A00;V16A00;V17A00;V18A00;V19_A00;V19_B00;IX_TOT00;IX_MEN100;IX_MAYEQ10;ITFFRDO;DECIFRDO;IDECIFRDO;RDECIFRDO;GDECIFRDO;PDECIFRDO;ADECIFRDO;IPCFRDO;DECCFRDO;IDECCFRDO;RDECCFRDO;GDECCFRDO;PDECCFRDO;ADECCFRDO;VII1_1DO;VII1_2DO;VII2_1Q10;VII2_2Q10;VII2_3Q10;VII2_4Q10;IDIMPHQ10
432782;1;1;2014;4;40;S;29;356;1;;4;1;;2;1;1;1;;1;1;1;1;2;1;2;4;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;23000;10;10;10;10;;10;5750.0;08;08;09;08;;09;98;0;2;0;0;0;10000
432783;1;1;2014;4;44;N;9;93;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;13100;07;08;06;;08;05;13100.0;10;10;10;;10;10;1;0;98;0;0;0;00000
432784;1;1;2014;4;43;N;14;106;1;;1;1;;4;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;9900;06;06;06;;06;07;2475.0;04;04;04;;04;05;2;0;98;0;0;0;00000
432785;1;1;2014;4;40;N;19;191;1;;3;1;;1;2;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;13000;07;08;08;;08;08;4333.3333333333;07;07;08;;07;08;2;0;3;0;0;0;00000
432786;1;1;2014;4;43;N;36;132;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;8100;05;05;05;;05;05;8100.0;09;10;09;;10;10;1;0;98;0;0;0;00010
432787;1;1;2014;4;43;N;3;188;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;19300;09;09;09;;09;09;6433.3333333333;09;09;09;;09;08;96;0;2;0;0;0;10000
432788;1;1;2014;4;42;N;26;112;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;1;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;14000;08;08;08;;08;08;4666.6666666667;07;07;08;;08;08;1;3;98;0;0;0;00000
432789;1;1;2014;4;43;N;6;174;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;5;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;7500;04;05;05;;05;04;3750.0;06;06;06;;07;05;2;1;98;0;0;0;10000
432792;1;1;2014;4;43;S;5;272;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;3;0;3;148500;10;10;10;10;;10;49500.0;10;10;10;10;;10;2;0;1;0;0;0;00000
432794;1;1;2014;4;42;N;27;198;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;6600;04;04;04;;04;04;3300.0;05;06;06;;06;07;1;0;98;0;0;0;00000
432796;1;1;2014;4;42;N;27;314;2;;2;1;;1;1;1;1;;1;1;1;2;2;2;2;2;2;2;0;1;2;2;2;0;2;0;6;;1;;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;3500;02;02;02;;02;02;1166.6666666667;01;02;02;;02;02;1;0;2;0;0;0;10000
432797;1;1;2014;4;44;N;17;335;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;8040;05;05;03;;05;04;2010.0;03;03;02;;04;03;3;0;1;0;0;0;00000
432800;1;1;2014;4;43;S;4;640;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;5;0;5;13560;08;08;08;07;;07;2712.0;04;05;04;04;;04;2;0;98;0;0;0;00000
432801;1;1;2014;4;1;S;33;1022;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;12222;07;;07;07;;07;4074.0;07;;06;06;;07;2;0;96;0;0;0;10000
432802;1;1;2014;4;42;N;27;208;1;;4;1;;9;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;13600;08;08;08;;08;08;4533.3333333333;07;07;08;;08;08;2;0;98;0;0;0;10010
432806;1;1;2014;4;1;S;33;1510;2;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;4;2;2;15500;08;;08;08;;08;3875.0;06;;06;06;;07;2;0;1;0;0;0;00000
432809;1;1;2014;4;43;N;30;93;1;;1;2;;4;2;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;5300;03;03;03;;03;02;1766.6666666667;03;03;02;;03;02;3;0;98;0;0;0;00000
432813;1;1;2014;4;44;N;91;88;2;;3;4;FLEXIPLAST;9;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;6;0;6;5482;03;03;02;;03;02;913.66666666667;01;01;01;;01;01;1;2;3;5;0;0;00000
432814;1;1;2014;4;40;N;18;253;1;;2;1;;3;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;2;4;6000;03;04;04;;04;05;1000.0;01;01;02;;01;02;1;0;98;0;0;0;00000
432816;1;1;2014;4;44;N;20;82;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;6;2;4;18000;09;09;07;;09;06;3000.0;05;05;03;;06;02;2;0;3;0;0;0;10000
432818;1;1;2014;4;40;S;23;256;1;;1;2;;4;1;1;1;;1;2;2;1;2;1;2;1;1;2;0;2;2;2;0;0;0;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;3;0;3;5200;03;03;03;03;;03;1733.3333333333;03;03;04;02;;04;1;0;98;0;0;0;00000
432819;1;1;2014;4;40;S;23;205;1;;2;1;;4;2;1;1;;1;1;1;1;1;1;2;2;2;2;0;1;2;2;2;0;2;0;4;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;9200;06;06;06;05;;06;2300.0;04;04;05;03;;05;2;3;98;0;0;0;00000
432820;1;1;2014;4;44;N;93;48;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;10900;06;07;05;;07;07;2180.0;03;04;02;;04;03;1;0;96;0;0;0;00000
432821;1;1;2014;4;43;S;4;775;1;;2;1;;1;1;1;1;;1;1;1;2;2;2;2;2;2;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;20000;09;09;09;09;;09;5000.0;07;08;07;07;;08;2;0;98;0;0;0;00000
432822;1;1;2014;4;44;N;93;37;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;2;2;0;2;0;2;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;14100;08;08;06;;08;08;3525.0;06;06;04;;06;05;1;0;2;3;4;0;00000
432823;1;1;2014;4;43;S;13;734;2;;3;1;;2;1;1;1;;1;1;1;2;2;2;2;3;3;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;2;4;1;3;11100;07;07;07;06;;07;2775.0;04;05;04;04;;04;2;0;98;0;0;0;00000
432824;1;1;2014;4;41;N;7;488;1;;3;1;;4;1;1;1;;1;1;1;2;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;2;2;2;2;0;2;7600;04;05;06;;05;06;3800.0;06;07;08;;07;07;2;0;1;0;0;0;00000
432825;1;1;2014;4;40;S;23;235;1;;2;2;;4;1;1;1;;1;1;1;1;2;1;2;2;2;2;0;1;1;2;1;1;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;1;1;2;2;2;8;0;8;11080;07;07;07;06;;07;1385.0;02;02;03;02;;03;2;0;98;0;0;0;00000
432826;1;1;2014;4;43;S;5;348;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;20500;09;09;09;09;;10;6833.3333333333;09;09;09;09;;09;2;0;98;0;0;0;00000
432827;1;1;2014;4;42;N;26;106;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;0;2;20000;09;09;10;;09;10;10000.0;10;10;10;;10;10;96;0;2;0;0;0;00000
432828;1;1;2014;4;1;S;33;1523;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;1;1;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;2;1;1;4510;02;;02;02;;02;2255.0;04;;03;03;;04;1;0;98;0;0;0;00000
432830;1;1;2014;4;40;S;29;321;2;;1;1;;4;2;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;1;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;2300;01;01;01;01;;01;2300.0;04;04;05;03;;05;1;0;98;0;0;0;00000
432832;1;1;2014;4;43;S;4;533;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;3;0;3;7600;04;05;05;04;;04;2533.3333333333;04;04;04;04;;04;2;0;3;0;0;0;00100
432833;1;1;2014;4;44;N;93;62;1;;2;2;;4;1;1;1;;1;2;2;2;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;3400;02;02;01;;02;01;1700.0;02;03;02;;03;02;1;0;98;0;0;0;10000
432835;1;1;2014;4;44;N;9;131;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;10000;06;06;04;;06;04;3333.3333333333;06;06;04;;06;03;2;0;98;0;0;0;10000
432837;1;1;2014;4;43;S;4;489;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;12900;07;08;07;07;;07;4300.0;07;07;07;07;;07;1;2;3;0;0;0;00010
432840;1;1;2014;4;40;S;23;210;2;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;4;2;1;1;1;1;1;2;0;2;0;4;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;22000;10;10;10;09;;10;11000.0;10;10;10;10;;10;1;0;96;0;0;0;00000
432842;1;1;2014;4;43;S;13;617;1;;3;1;;2;1;1;1;;1;1;1;2;2;1;2;3;2;2;0;1;1;2;2;0;2;0;4;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;3;0;3;4000;02;02;02;02;;02;1333.3333333333;02;02;02;02;;02;1;0;3;0;0;0;00010
432843;1;1;2014;4;1;S;33;1474;1;;3;1;;4;1;1;2;;1;1;1;2;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;3;0;3;6500;04;;03;04;;04;2166.6666666667;03;;03;03;;04;1;0;98;0;0;0;00000
432844;1;1;2014;4;44;N;93;42;2;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;2;2;0;2;0;2;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;3;1;2;7000;04;04;03;;05;04;2333.3333333333;04;04;02;;04;03;2;0;98;0;0;0;00000
432845;1;1;2014;4;44;N;91;61;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;20400;09;09;08;;09;08;4080.0;07;07;05;;07;05;2;4;5;0;0;0;00000
432846;1;1;2014;4;40;N;22;93;1;;3;1;;1;1;1;1;;1;1;1;2;1;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;4;electricidad;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;3;1;2;16000;08;09;09;;09;09;5333.3333333333;08;08;09;;08;09;2;0;1;0;0;0;00000
432847;1;1;2014;4;1;S;33;1023;1;;3;1;;2;1;1;2;;1;1;1;2;2;2;2;3;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;9900;06;;06;06;;06;2475.0;04;;04;04;;04;2;0;98;0;0;0;10000
432848;1;1;2014;4;42;N;27;174;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;15300;08;08;09;;08;09;3825.0;06;07;07;;07;08;1;0;2;0;0;0;10000
432850;1;1;2014;4;41;N;12;235;1;;6;1;;1;1;1;1;;1;1;1;1;2;2;2;6;3;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;20000;09;09;10;;09;10;5000.0;07;08;09;;08;09;2;4;98;0;0;0;00000
432851;1;1;2014;4;43;S;4;702;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;5000;02;03;03;02;;02;5000.0;07;08;07;07;;07;1;0;98;0;0;0;00000
432852;1;1;2014;4;40;N;22;86;1;;3;1;;2;1;1;1;;1;1;1;2;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;9;3;6;19930;09;09;10;;09;09;2214.4444444444;03;04;05;;04;05;2;0;3;0;0;0;00000
432853;1;1;2014;4;40;S;23;223;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;5;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;5;1;4;13500;07;08;08;07;;08;2700.0;04;05;06;04;;06;3;2;98;0;0;0;00000
432854;1;1;2014;4;42;S;10;498;1;;1;1;;7;2;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;8;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;14800;08;08;08;08;;08;4933.3333333333;07;08;08;07;;08;1;0;98;0;0;0;00000
432855;1;1;2014;4;1;S;33;1731;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;2;2;2;0;0;0;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;0;2;23500;10;;10;10;;10;11750.0;10;;10;10;;10;2;0;1;0;0;0;10100
432857;1;1;2014;4;41;N;15;81;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;7;2;5;12400;07;07;09;;08;09;1771.4285714286;03;03;04;;03;04;5;0;4;0;0;0;00000
432858;1;1;2014;4;43;S;5;379;1;;3;1;;4;1;1;1;;1;1;1;2;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;7000;04;04;04;04;;04;7000.0;09;09;09;09;;09;1;0;98;0;0;0;00000
432859;1;1;2014;4;43;N;3;207;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;5000;02;03;03;;03;03;5000.0;07;08;07;;08;07;1;0;98;0;0;0;00010
432861;1;1;2014;4;42;N;27;277;2;;1;2;;1;1;1;1;;1;2;1;3;2;2;2;1;1;2;0;2;2;2;0;0;0;0;6;;1;;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;1;4;6100;03;04;04;;04;04;1220.0;02;02;02;;02;02;1;2;3;0;0;0;00000
432862;1;1;2014;4;1;S;33;1673;1;;2;1;;5;1;1;1;;1;1;1;2;2;2;2;2;1;1;1;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;0;2;8150;05;;05;05;;05;4075.0;07;;06;06;;07;2;0;1;0;0;0;00000
432864;1;1;2014;4;43;S;34;534;1;;3;1;;1;2;1;1;;1;1;1;3;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;900;01;01;01;01;;01;300.0;01;01;01;01;;01;1;0;98;0;0;0;00000
432865;1;1;2014;4;43;S;2;495;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;2;2;2;0;0;0;0;2;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;10000;06;06;06;06;;06;10000.0;10;10;10;10;;10;1;0;98;0;0;0;00000
432866;1;1;2014;4;40;N;18;191;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;3600;02;02;02;;02;03;1800.0;03;03;04;;03;05;2;0;98;0;0;0;00000
432867;1;1;2014;4;43;S;5;194;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;7500;04;05;05;04;;04;1875.0;03;03;03;03;;03;2;0;3;0;0;0;10010
432869;1;1;2014;4;44;N;93;62;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;13000;07;08;06;;08;08;6500.0;09;09;07;;09;09;1;0;98;0;0;0;00010
432870;1;1;2014;4;41;N;12;260;2;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;2000;01;01;01;;01;01;400.0;01;01;01;;01;01;1;0;98;0;0;0;00010
432871;1;1;2014;4;40;N;25;119;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;20400;09;09;10;;09;10;5100.0;08;08;09;;08;09;2;0;1;0;0;0;10000
432872;1;1;2014;4;42;N;27;260;1;;4;2;;7;2;1;1;;1;1;1;3;2;2;2;4;3;1;1;1;2;2;2;0;2;0;2;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;4;0;4;4200;02;02;02;;02;02;1050.0;01;01;01;;02;02;2;3;98;0;0;0;00000
432873;1;1;2014;4;43;S;34;246;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;22100;10;10;10;10;;10;11050.0;10;10;10;10;;10;2;0;1;0;0;0;00010
432874;1;1;2014;4;1;S;33;1589;1;;4;1;;2;1;1;2;;1;1;2;2;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;11;5;6;5840;03;;03;03;;03;530.90909090909;01;;01;01;;01;1;2;98;0;0;0;10010
432875;1;1;2014;4;44;N;91;60;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;1;1;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;3;1;2;4660;02;02;02;;03;02;1553.3333333333;02;02;02;;03;02;1;2;98;0;0;0;00000
432876;1;1;2014;4;43;N;30;94;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;3500;02;02;02;;02;01;3500.0;06;06;06;;06;04;1;0;98;0;0;0;00000
432878;1;1;2014;4;41;N;15;104;1;;5;1;;2;1;1;1;;1;1;1;1;2;2;2;5;3;2;0;1;1;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;5000;03;03;04;;03;03;5000.0;07;08;09;;08;09;1;0;98;0;0;0;00000
432880;1;1;2014;4;1;S;32;1306;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;8000;05;;04;05;;04;2000.0;03;;03;03;;01;2;0;1;0;0;0;00000
432881;1;1;2014;4;40;N;19;209;1;;3;1;;2;2;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;6;2;4;9000;05;06;06;;06;06;1500.0;02;02;03;;02;03;1;0;98;0;0;0;00000
432882;1;1;2014;4;1;S;32;1684;2;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;4900;02;;02;02;;02;1225.0;02;;01;02;;01;2;1;98;0;0;0;00000
432883;1;1;2014;4;43;N;14;139;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;6;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;8400;05;05;05;;05;06;2100.0;03;04;03;;04;04;2;0;98;0;0;0;00000
432884;1;1;2014;4;43;S;4;540;1;;2;2;;4;2;1;1;;1;1;1;3;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;18200;09;09;09;09;;09;4550.0;07;07;07;07;;07;3;0;4;1;0;0;10000
432886;1;1;2014;4;43;N;14;99;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;6000;03;04;03;;04;04;6000.0;08;09;08;;09;09;1;0;98;0;0;0;00000
432887;1;1;2014;4;43;N;30;70;2;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;3000;01;01;01;;01;01;3000.0;05;05;05;;06;03;1;0;98;0;0;0;00000
